Checked,Protein FDR Confidence: Combined,Master,Accession,Description,# Peptides,# PSMs,Abundance Ratio P-Value: (MCF10A) / (HCC1806),Abundance Ratio P-Value: (MCF7) / (HCC1806),Abundance Ratio P-Value: (MDAMB231) / (HCC1806),Abundance Ratio P-Value: (MCF7) / (MCF10A),Abundance Ratio P-Value: (MDAMB231) / (MCF10A),Abundance Ratio P-Value: (MDAMB231) / (MCF7),Abundance Ratio: (MCF10A) / (HCC1806),Abundance Ratio: (MCF7) / (HCC1806),Abundance Ratio: (MDAMB231) / (HCC1806),Abundance Ratio: (MCF7) / (MCF10A),Abundance Ratio: (MDAMB231) / (MCF10A),Abundance Ratio: (MDAMB231) / (MCF7),Abundance Ratio (log2): (MCF10A) / (HCC1806),Abundance Ratio (log2): (MCF7) / (HCC1806),Abundance Ratio (log2): (MDAMB231) / (HCC1806),Abundance Ratio (log2): (MCF7) / (MCF10A),Abundance Ratio (log2): (MDAMB231) / (MCF10A),Abundance Ratio (log2): (MDAMB231) / (MCF7),Abundances (Grouped): HCC1806,Abundances (Grouped): MCF10A,Abundances (Grouped): MCF7,Abundances (Grouped): MDAMB231,Abundances (Grouped) CV [%]: HCC1806,Abundances (Grouped) CV [%]: MCF10A,Abundances (Grouped) CV [%]: MCF7,Abundances (Grouped) CV [%]: MDAMB231,# Unique Peptides,"Abundances (Normalized): F3: 130C, Sample, HCC1806","Abundances (Normalized): F3: 131N, Sample, HCC1806","Abundances (Normalized): F3: 132N, Sample, HCC1806","Abundances (Normalized): F3: 132C, Sample, HCC1806","Abundances (Normalized): F3: 126, Sample, MCF10A","Abundances (Normalized): F3: 127N, Sample, MCF10A","Abundances (Normalized): F3: 127C, Sample, MCF10A","Abundances (Normalized): F3: 128N, Sample, MCF10A","Abundances (Normalized): F3: 128C, Sample, MCF7","Abundances (Normalized): F3: 129N, Sample, MCF7","Abundances (Normalized): F3: 129C, Sample, MCF7","Abundances (Normalized): F3: 130N, Sample, MCF7","Abundances (Normalized): F3: 133N, Sample, MDAMB231","Abundances (Normalized): F3: 133C, Sample, MDAMB231","Abundances (Normalized): F3: 134N, Sample, MDAMB231","Abundances (Normalized): F3: 135N, Sample, MDAMB231",# Protein Groups,Sum PEP Score,Coverage [%],"Abundance: F3: 130C, Sample, HCC1806","Abundance: F3: 131N, Sample, HCC1806","Abundance: F3: 132N, Sample, HCC1806","Abundance: F3: 132C, Sample, HCC1806","Abundance: F3: 126, Sample, MCF10A","Abundance: F3: 127N, Sample, MCF10A","Abundance: F3: 127C, Sample, MCF10A","Abundance: F3: 128N, Sample, MCF10A","Abundance: F3: 128C, Sample, MCF7","Abundance: F3: 129N, Sample, MCF7","Abundance: F3: 129C, Sample, MCF7","Abundance: F3: 130N, Sample, MCF7","Abundance: F3: 133N, Sample, MDAMB231","Abundance: F3: 133C, Sample, MDAMB231","Abundance: F3: 134N, Sample, MDAMB231","Abundance: F3: 135N, Sample, MDAMB231"
FALSE,High,Master Protein,Q8NI35,InaD-like protein OS=Homo sapiens OX=9606 GN=PATJ PE=1 SV=3,3,4,0.0118266976021325,0.68507357347701,0.259777731169489,0.0826056465363704,0.000464884350378947,0.0421062428652846,0.766,0.917,1.223,1.198,1.597,1.333,-0.39,-0.12,0.29,0.26,0.68,0.41,221.4,169.5,203.1,270.7,9.33,14.33,7.07,14.59,3,254.5,226.4,216.5,205.3,131.5,176.5,162.9,185,190.3,210.4,222.4,196.1,260.6,218.5,281.3,311.7,1,7.025,2,188.9,131.1,141.9,39.9,15.6,13.6,35.4,30.4,21.3,24.7,47.1,69.1,230.8,218.5,101.7,9
FALSE,High,Master Protein,P07339,Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1,22,84,0.0118600807035699,1.05847383438107E-05,2.20809027395852E-06,0.00250892429963334,0.000287045416285658,0.544879452824953,2.12,4.417,5.591,2.083,2.637,1.266,1.08,2.14,2.48,1.06,1.4,0.34,5376.2,11397.8,23746.4,30058,40,12.35,5.4,24.05,22,5862.3,4686.5,4930.3,10193.2,11613.9,12825.6,9461.7,11185.8,23195.7,25405.3,24310.2,22467.7,26319.1,22309.3,34328,38264.2,1,224.264,50,4351.5,2713.1,3231.4,1979.1,1381.1,985,2058,1841,2593.5,2981.8,5147.9,7913.9,23310,22309.3,12417.7,1102
FALSE,High,Master Protein,P13489,Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2,20,80,0.0118696679371257,0.688741946262047,0.0820160457653002,0.082009783674766,0.688715874640022,0.432132960687922,1.791,1.013,1.296,0.566,0.723,1.279,0.84,0.02,0.37,-0.82,-0.47,0.35,10773.4,19299.9,10917.5,13959.2,21.75,14.19,24.8,28.98,20,11848.5,10113.5,11476.3,7007.3,18824.1,14451.6,19993.8,19787.8,10626.4,9951.8,16496.3,11216.6,13654.5,22259.2,12219.8,14270.7,1,220.462,47,8794.8,5854.8,7521.8,1360.5,2238.4,1109.9,4348.9,3256.8,1188.2,1168,3493.2,3950.9,12093.4,22259.2,4420.3,411
FALSE,Medium,Master Protein,Q96GW9,"Methionine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=MARS2 PE=1 SV=2",1,1,0.01197495532094,0.942499137233471,0.125780040373134,0.0303814116151305,0.676285236954082,0.272301597886704,0.594,0.974,0.697,1.641,1.174,0.715,-0.75,-0.04,-0.52,0.71,0.23,-0.48,67.4,40,65.6,46.9,8.22,16.22,22.49,15.21,1,70.3,67.3,67.4,57.9,42.3,37.8,50.6,35.3,60.2,71.5,43.7,75,55.8,46.9,41.3,0,1,2.049,2,52.2,39,44.2,11.2,5,2.9,11,5.8,6.7,8.4,9.3,26.4,49.5,46.9,15,0
FALSE,High,Master Protein,P60903,Protein S100-A10 OS=Homo sapiens OX=9606 GN=S100A10 PE=1 SV=2,9,41,0.0120139439891848,0.0483971527071867,0.776042638613862,0.000101090462556686,0.0635689627849166,0.00911028182355067,3.19,0.397,1.226,0.124,0.384,3.089,1.67,-1.33,0.29,-3.01,-1.38,1.63,8140,25969.2,3231.5,9980.5,35.22,24.23,16.96,83.22,9,6117.1,13030,9670.6,6851.7,25562.5,26382.3,37525,21892.1,3017.6,3024.6,3452.5,4257.8,11141.1,31876.3,8940.9,5387,1,70.762,68,4540.6,7543.2,6338.4,1330.3,3039.7,2026.2,8162.1,3603.1,337.4,355,731.1,1499.7,9867.3,31876.3,3234.2,155.1
FALSE,High,Master Protein,Q9BT78,COP9 signalosome complex subunit 4 OS=Homo sapiens OX=9606 GN=COPS4 PE=1 SV=1,13,27,0.0120466109222047,0.0270792907553089,0.00457921134700157,0.96585997155091,0.942368123389313,0.74074433648251,1.18,1.176,1.214,0.997,1.029,1.032,0.24,0.23,0.28,0,0.04,0.05,4876.3,5753.2,5735.3,5920.2,3.85,4.73,8.53,7.4,12,4976.2,4923,4830.1,4558.4,5573.7,5449.4,6003.6,5938.5,4974.6,5596.7,6077.4,5877.2,5437.7,5613.8,6297.7,6243.4,1,83.077,36,3693.7,2849.9,3165.8,885,662.8,418.5,1305.8,977.4,556.2,656.9,1286.9,2070.2,4816,5613.8,2278.1,179.8
FALSE,High,Master Protein,Q9GZT9,Egl nine homolog 1 OS=Homo sapiens OX=9606 GN=EGLN1 PE=1 SV=1,3,5,0.0120934200272925,0.359969974319637,0.00637589061340382,0.217392488276845,0.982122802827093,0.122145373696712,2.369,1.503,2.272,0.635,0.959,1.511,1.24,0.59,1.18,-0.66,-0.06,0.6,74.3,176,111.7,168.8,26.29,19.53,2.23,43.54,3,80.5,68.6,66.9,113.5,196.4,180.9,120.8,171.2,113.5,108.1,113,110.4,204,114.1,139.6,298.9,1,10.828,11,59.8,39.7,43.8,22,23.3,13.9,26.3,28.2,12.7,12.7,23.9,38.9,180.7,114.1,50.5,8.6
FALSE,High,Master Protein,Q15042,Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens OX=9606 GN=RAB3GAP1 PE=1 SV=3,11,20,0.0121634723987326,0.898324861991555,0.0262345792751207,0.0407922132127477,0.970547905586906,0.086436199426262,1.385,1.042,1.225,0.752,0.885,1.176,0.47,0.06,0.29,-0.41,-0.18,0.23,2150.4,2977.8,2240.5,2633.9,7.07,3.35,4.15,24.21,11,2206.4,2095.7,1955.9,2309.1,2988.1,2800.6,3022.6,2967.6,2265.5,2401.3,2189.7,2215.7,2642.8,2375.1,2625.1,3926.5,1,44,14,1637.8,1213.2,1281.9,448.3,355.3,215.1,657.4,488.4,253.3,281.8,463.7,780.5,2340.7,2375.1,949.6,113.1
FALSE,High,Master Protein,P05067,Amyloid-beta precursor protein OS=Homo sapiens OX=9606 GN=APP PE=1 SV=3,14,26,0.0121661814690729,0.00182420540758998,0.35691692902795,0.689825093159078,0.000684156148734738,0.000128102497392479,0.608,0.546,1.15,0.899,1.892,2.105,-0.72,-0.87,0.2,-0.15,0.92,1.07,2645.9,1608.3,1445.1,3042.5,17.83,7.75,9.73,17.69,13,2760,2536.5,2800.2,1843.7,1566.5,1600.6,1847.9,1615.9,1521.7,1663.2,1372.4,1356.8,2793.9,3313.3,2308.2,3460.4,1,50.56,19,2048.6,1468.4,1835.3,358,186.3,122.9,401.9,266,170.1,195.2,290.6,477.9,2474.5,3313.3,835,99.7
FALSE,High,Master Protein,Q15628,Tumor necrosis factor receptor type 1-associated DEATH domain protein OS=Homo sapiens OX=9606 GN=TRADD PE=1 SV=2,5,8,0.0121881585363834,0.696392853958458,0.0145569993423899,0.0822598206070075,0.999603307088201,0.0974756287350628,0.709,0.935,0.724,1.319,1.02,0.774,-0.5,-0.1,-0.47,0.4,0.03,-0.37,526.6,373.6,492.6,381,21.59,13.12,4.15,11.7,5,479.4,717.2,578.5,451.3,386.1,330,448.2,361.4,469.8,480.4,505,513.3,419,345.4,346.5,428.3,1,22.933,20,355.8,415.2,379.2,87.6,45.9,25.3,97.5,59.5,52.5,56.4,106.9,180.8,371.1,345.4,125.3,12.3
FALSE,High,Master Protein,Q8WXF1,Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1,19,58,0.0123492615916692,0.000649088188202751,0.0149700649811914,0.33769060914404,0.999495986347155,0.290592918855683,1.778,2.099,1.7,1.18,0.956,0.81,0.83,1.07,0.77,0.24,-0.06,-0.3,4926.7,8759.5,10339.3,8373.6,15.6,17.95,24.64,27.03,18,5758.8,4679.2,5187.3,3960.8,8652.3,6742.4,8868,10561.4,9569.6,9582.8,15551.6,11155.4,9315.4,11663.8,7527,6249.2,1,126.792,37,4274.6,2708.8,3399.9,769,1028.9,517.8,1928.9,1738.3,1070,1124.7,3293.2,3929.4,8250.4,11663.8,2722.8,180
FALSE,High,Master Protein,Q96JJ7,Protein disulfide-isomerase TMX3 OS=Homo sapiens OX=9606 GN=TMX3 PE=1 SV=2,4,5,0.012359788052267,0.698228006600722,0.923718228988106,0.00189715732672091,0.0365873284292692,0.357507051568787,1.986,0.867,1.221,0.436,0.615,1.409,0.99,-0.21,0.29,-1.2,-0.7,0.49,519.8,1032.1,450.5,634.5,8.45,9.19,15.91,42.46,4,458.6,542.2,553.1,498.3,938.3,1007.7,1057,1166,451,320.8,450,461.8,902.3,762,528.4,300.7,1,16.805,7,340.4,313.9,362.5,96.8,111.6,77.4,229.9,191.9,50.4,37.6,95.3,162.7,799.1,762,191.1,8.7
FALSE,High,Master Protein,P05496,"ATP synthase F(0) complex subunit C1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MC1 PE=1 SV=2",1,3,0.0123683590093498,0.597394562765844,0.989959091496324,0.110757150481347,0.00731360939961978,0.428941330179335,4.869,1.372,0.823,0.282,0.169,0.6,2.28,0.46,-0.28,-1.83,-2.56,-0.74,902.1,4392.7,1237.5,742.4,5.28,65.3,66.58,32.45,1,905.5,898.7,975,859.5,4698.9,4106.5,8580.3,1202.7,907,3326.9,968.7,1580.9,1221.7,643.2,856.8,642.9,1,3.315,5,672.2,520.3,639,166.9,558.8,315.4,1866.3,197.9,101.4,390.5,205.1,556.8,1082,643.2,309.9,18.5
FALSE,High,Master Protein,Q93083,Metallothionein-1L OS=Homo sapiens OX=9606 GN=MT1L PE=2 SV=1,4,13,0.0124007992783423,0.980775239738607,0.0768273392876411,0.0240360536811579,0.724980234173289,0.143153363142333,33.132,1.459,14.287,0.044,0.431,9.794,5.05,0.54,3.84,-4.51,-1.21,3.29,74.9,2480.8,109.2,1069.7,81.19,66.52,26.1,69.28,2,96.8,50.2,57.9,247.2,3405,2043.1,183,3012.3,170.2,104.2,102.3,114.5,1327.2,94.8,1689.5,862.2,1,23.329,62,71.9,29,38,48,404.9,156.9,39.8,495.8,19,12.2,21.7,40.3,1175.5,94.8,611.2,24.8
FALSE,High,Master Protein,Q13085,Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2,22,35,0.0125204730257467,0.953328040033501,0.187513469300638,0.00510487962452311,0.417676455286034,0.0811796487581855,1.407,0.921,1.166,0.655,0.829,1.266,0.49,-0.12,0.22,-0.61,-0.27,0.34,3427.3,4821.7,3157.9,3997.9,8.43,15.21,8.95,28.27,21,3469.4,3453.5,3401.3,2887.8,4693.5,4754.8,6343.2,4889.5,3332.1,2769.2,3340,2992.8,3430.8,4658.7,3401.8,6008.7,1,95.453,12,2575.3,1999.2,2229.3,560.7,558.1,365.2,1379.7,804.7,372.6,325,707.3,1054.2,3038.6,4658.7,1230.6,173.1
FALSE,High,Master Protein,P51114,Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3,20,52,0.0126045530855782,0.125632323697338,0.366999665374102,0.558880428858544,0.220266520217841,0.885346318770037,0.636,0.766,0.87,1.203,1.367,1.136,-0.65,-0.39,-0.2,0.27,0.45,0.18,10536.1,6704.3,8067.5,9167.5,25.61,16.39,14.72,19.41,16,11934.4,8446.8,9301.7,14747.6,6620.2,7258.3,4867.4,6789.4,8056.3,8677.6,6071.5,8078.6,9314.6,6194.9,9998.1,9022.8,1,105.335,35,8858.6,4889.9,6096.6,2863.3,787.2,557.4,1058.7,1117.4,900.8,1018.5,1285.7,2845.6,8249.6,6194.9,3616.7,259.9
FALSE,High,Master Protein,Q9Y2S6,Translation machinery-associated protein 7 OS=Homo sapiens OX=9606 GN=TMA7 PE=1 SV=1,4,5,0.012621327137167,0.00544681143904635,0.112856651152277,0.961166127730397,0.597472639643241,0.34015201765308,2.51,2.578,2.171,1.027,0.865,0.842,1.33,1.37,1.12,0.04,-0.21,-0.25,1705.8,4281.3,4396.9,3702.6,34.01,19.81,18.49,36.64,4,2446.7,1135.4,1407.7,2067.1,2967.9,4131.2,4864.1,4436.8,5605.6,4912.4,3935.5,3827.6,3737.6,1470.3,4036.6,3667.8,1,14.578,38,1816.1,657.3,922.6,401.3,352.9,317.3,1058,730.2,626.8,576.6,833.4,1348.2,3310.3,1470.3,1460.2,105.6
FALSE,High,Master Protein,P53814,Smoothelin OS=Homo sapiens OX=9606 GN=SMTN PE=1 SV=7,3,3,0.0126824897616915,0.215782461609386,0.135813576611186,0.375274772911521,0.533230702968109,0.990350987416927,2.084,1.559,1.648,0.748,0.791,1.057,1.06,0.64,0.72,-0.42,-0.34,0.08,95.8,199.7,149.3,157.9,24.3,30.84,31.78,38.83,3,109.7,76.4,83.7,129.1,206,329.5,176.5,193.5,144.7,227.5,107.2,154.1,169.8,106.8,146.8,264,1,10.268,4,81.4,44.3,54.8,25.1,24.5,25.3,38.4,31.8,16.2,26.7,22.7,54.3,150.4,106.8,53.1,7.6
FALSE,High,Master Protein,Q02543,60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2,14,55,0.0127756655982473,0.441081209023464,0.331447311899143,0.178081553870359,0.249600453884805,0.995771536675223,1.73,1.238,1.238,0.715,0.716,1.001,0.79,0.31,0.31,-0.48,-0.48,0,8526.1,14749.7,10552.5,10557.8,25.54,16.85,11.8,18.78,14,9870.8,6070.8,7364.7,10764.8,15147.7,14362.1,10741.4,16232.2,11558.3,10888.7,8705.5,10226.5,12880.1,9231.9,12074.3,8839.3,1,104.213,58,7326.8,3514.4,4827,2090,1801.3,1103,2336.4,2671.6,1292.4,1278,1843.5,3602.2,11407.5,9231.9,4367.7,254.6
FALSE,High,Master Protein,P49327,Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3,99,402,0.0127792527958474,0.00810424345002225,0.999981229362903,0.993414852074884,0.0119858240199834,0.00760483988841054,1.408,1.493,0.95,1.061,0.675,0.636,0.49,0.58,-0.07,0.08,-0.57,-0.65,64186.4,90345.4,95816.3,60957.3,13.85,17.98,18.29,14.48,98,60651.3,71715.8,67927.6,51913.6,90646.9,83238.3,122010.1,90045,82180.5,89351.9,123578.2,102748.5,55172.9,73593.6,55376.9,67100,1,847.638,41,45019.8,41516.9,44521.4,10079.3,10779.2,6392.7,26538.5,14820.1,9188.8,10487.2,26168.5,36191.8,48865.1,73593.6,20031.9,1932.5
FALSE,High,Master Protein,P36957,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",14,41,0.0128525644739315,0.033551568233644,0.983428888468924,0.945344145307357,0.024097152961757,0.0624103376076837,1.642,1.426,0.957,0.869,0.583,0.671,0.72,0.51,-0.06,-0.2,-0.78,-0.58,5326.1,8743.5,7595.1,5098.3,19.51,15.4,13.43,22.83,14,5924,5297.8,5354.5,3636.7,8952.4,6417.4,8539.6,9226,7299.3,6527.2,8969.6,7902.8,5805.9,6800.5,4477,4188,1,106.227,37,4397.3,3066.9,3509.5,706.1,1064.6,492.9,1857.4,1518.5,816.2,766.1,1899.4,2783.7,5142.1,6800.5,1619.5,120.6
FALSE,High,Master Protein,Q13636,Ras-related protein Rab-31 OS=Homo sapiens OX=9606 GN=RAB31 PE=1 SV=1,3,4,0.0129115274542235,9.01260938368509E-06,0.3000435361441,1.82280654903444E-07,0.000589316360804171,0.000100619177962336,0.64,3.026,1.403,4.731,2.194,0.464,-0.64,1.6,0.49,2.24,1.13,-1.11,452.8,289.6,1370,635.4,3.02,11.2,9.03,27.54,2,458.1,435.9,467.5,447.5,241.1,287.3,291.9,317.7,1421.5,1167.2,1422.3,1320.4,729.6,611.6,660.2,357.1,1,14.133,18,340,252.3,306.4,86.9,28.7,22.1,63.5,52.3,158.9,137,301.2,465.1,646.2,611.6,238.8,10.3
FALSE,High,Master Protein,P48723,Heat shock 70 kDa protein 13 OS=Homo sapiens OX=9606 GN=HSPA13 PE=1 SV=1,2,4,0.0130227032827075,0.171928231025901,0.156289726214762,0.458971106723653,0.492182072404778,0.999914365109581,1.962,1.371,1.432,0.699,0.73,1.045,0.97,0.46,0.52,-0.52,-0.45,0.06,190.6,374,261.3,273,15.09,27.77,5.81,21.85,2,222.8,157,178.6,203.4,424.5,382.1,205.9,366.2,285.3,255.3,250.9,267.4,244.9,202.8,304.3,335.4,1,8.391,6,165.4,90.9,117,39.5,50.5,29.3,44.8,60.3,31.9,30,53.1,94.2,216.9,202.8,110.1,9.7
FALSE,High,Master Protein,Q13586,Stromal interaction molecule 1 OS=Homo sapiens OX=9606 GN=STIM1 PE=1 SV=3,8,14,0.0130623256583238,0.134915302472384,4.42055798243191E-05,0.545228223613346,0.0156104360093255,0.00153013239512179,1.813,1.547,3.032,0.853,1.672,1.96,0.86,0.63,1.6,-0.23,0.74,0.97,499.2,905,772.3,1513.6,13.22,18.88,15.5,31.17,8,520.1,424.3,479.2,581.3,907.3,1079.4,670.2,902.7,762.3,785.7,554.2,782.5,2194.2,1325.2,1728.8,1067.8,1,27.104,13,386.1,245.6,314.1,112.9,107.9,82.9,145.8,148.6,85.2,92.2,117.4,275.6,1943.4,1325.2,625.4,30.8
FALSE,High,Master Protein,P60983,Glia maturation factor beta OS=Homo sapiens OX=9606 GN=GMFB PE=1 SV=2,9,39,0.0130761792769987,0.00118859931236326,0.00625558609034793,0.514753928243606,0.973262793551283,0.75779610702895,2.034,2.567,2.56,1.262,1.259,0.997,1.02,1.36,1.36,0.34,0.33,0,3335.1,6782.3,8562.6,8538.4,9.67,18.2,5.08,35.37,9,3794.6,3011.9,3398.4,3273,7845.4,6425.8,5033.3,7158.5,8677.7,7787.3,8449,8703,9391.8,8805.7,8279.3,3587.3,1,110.95,54,2816.7,1743.6,2227.4,635.5,932.9,493.5,1094.8,1178.2,970.3,914,1789.1,3065.5,8318.1,8805.7,2994.9,103.3
FALSE,High,Master Protein,P25098,Beta-adrenergic receptor kinase 1 OS=Homo sapiens OX=9606 GN=GRK2 PE=1 SV=2,5,7,0.0130988763244781,0.893473592224046,0.01123165349997,0.00387638607703478,0.999741313483415,0.00333870785883617,0.645,1.075,0.665,1.668,1.031,0.618,-0.63,0.1,-0.59,0.74,0.04,-0.69,425.7,274.4,457.8,283,19.92,14.06,3.59,21.12,5,327.4,402.2,450.5,530.3,303.7,302.1,249.3,228.1,462.1,439.7,479.1,453.5,270.7,295.9,325.3,191.9,1,22.346,10,243,232.9,295.3,103,36.1,23.2,54.2,37.5,51.7,51.6,101.4,159.7,239.7,295.9,117.7,5.5
FALSE,High,Master Protein,Q15642,Cdc42-interacting protein 4 OS=Homo sapiens OX=9606 GN=TRIP10 PE=1 SV=3,18,38,0.0131257972273072,0.000103101132643557,0.719383467920631,0.0454181440850753,0.0021367548318616,2.45865481958152E-05,0.664,0.467,1.047,0.703,1.576,2.242,-0.59,-1.1,0.07,-0.51,0.66,1.16,6251.1,4153.5,2919.4,6546.2,24.16,5.4,7.51,17.89,18,5150,7587.5,7866.6,4972.6,3978.9,4335.7,4363.4,3945.7,3006,3294.9,2835.4,2806.1,6736.3,8984.9,6318.4,6361.4,1,107.925,37,3822.7,4392.5,5155.9,965.5,473.1,333,949.1,649.4,336.1,386.7,600.4,988.4,5966.1,8984.9,2285.6,183.2
FALSE,High,Master Protein,O43143,ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2,35,108,0.013466451390198,0.000185307243384614,0.0438526475042206,0.0886100367671309,0.904505633665376,0.0277140224252632,0.849,0.737,0.873,0.868,1.028,1.185,-0.24,-0.44,-0.2,-0.2,0.04,0.24,14928.3,12672.6,10996.9,13028.5,6.72,7.64,5.16,6.49,34,14128.3,15940.6,15773.7,14107.4,11480.7,13186.1,13606.1,12179,10670.9,10736.9,11911.8,11263.2,12866.7,14006.2,13192.3,11963.9,1,210.786,39,10487,9228.2,10338.5,2739,1365.2,1012.7,2959.5,2004.5,1193.1,1260.2,2522.4,3967.3,11395.7,14006.2,4772.1,344.6
FALSE,High,Master Protein,P40818,Ubiquitin carboxyl-terminal hydrolase 8 OS=Homo sapiens OX=9606 GN=USP8 PE=1 SV=1,4,7,0.0134924195590314,4.14898302825151E-07,0.0344697034029537,2.62583043734166E-05,0.948638298816259,1.33186897047777E-05,1.764,5.011,1.782,2.84,1.01,0.356,0.82,2.33,0.83,1.51,0.01,-1.49,667.6,1177.7,3345,1189.5,25.5,10.86,14.47,20.55,4,694.1,613.3,642,1022.8,1271.2,1334.2,1075.1,1091.2,3116.2,3859.9,2777.8,3590.6,1194.4,794.8,1333.5,1184.7,1,11.312,4,515.2,355,420.8,198.6,151.2,102.5,233.8,179.6,348.4,453,588.2,1264.7,1057.9,794.8,482.4,34.1
FALSE,High,Master Protein,O75223,Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1,13,21,0.0135687461132651,0.0825102616069057,0.0711590524391882,0.000175216047863191,0.777827289009314,0.000749211895894053,0.619,1.447,0.692,2.339,1.119,0.478,-0.69,0.53,-0.53,1.23,0.16,-1.06,3712.9,2296.9,5372.5,2569.1,21.4,17.53,8.69,18.64,13,3112,4389.5,4673.2,3140.6,2273.2,2105.9,3069.6,2320.8,5286.2,4528.8,5491.3,5460.1,2775,3450.8,2378.5,2358,1,68.925,53,2309.9,2541.1,3063,609.8,270.3,161.7,667.7,382,591.1,531.5,1162.8,1923.3,2457.7,3450.8,860.4,67.9
FALSE,High,Master Protein,Q04756,Hepatocyte growth factor activator OS=Homo sapiens OX=9606 GN=HGFAC PE=1 SV=1,2,3,0.0136608368424268,0.0240038653332034,0.121873779587761,0.98791487938026,0.596404251330772,0.779083466505798,0.281,0.291,0.368,1.036,1.31,1.265,-1.83,-1.78,-1.44,0.05,0.39,0.34,1760.9,494.1,511.8,647.5,39.83,35.18,30.59,34.12,2,1765,1756.9,1905.9,613.9,514.5,474.6,339.2,782.4,482,428.1,819.1,543.4,588.9,1105.7,555.2,711.8,1,11.802,4,1310.1,1017.1,1249.2,119.2,61.2,36.4,73.8,128.8,53.9,50.2,173.5,191.4,521.6,1105.7,200.8,20.5
FALSE,High,Master Protein,Q93084,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 OS=Homo sapiens OX=9606 GN=ATP2A3 PE=1 SV=3,11,30,0.0137265333315288,1.21865650903885E-08,0.0804056790494854,2.57581695306541E-07,0.742295812566038,1.02997389506143E-07,1.471,5.228,1.339,3.554,0.91,0.256,0.56,2.39,0.42,1.83,-0.14,-1.97,290.3,427,1517.4,388.6,8.83,5.41,5.53,27.34,4,299.5,271.2,281.3,330.6,469.6,429.5,416.9,424.5,1635.1,1543.2,1436.2,1491.9,365.6,283,412.9,545.5,1,54.718,12,222.3,157,184.3,64.2,55.8,33,90.7,69.9,182.8,181.1,304.1,525.5,323.8,283,149.4,15.7
FALSE,High,Master Protein,P51153,Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1,7,17,0.0137361411050222,0.00298427809945656,0.965482566852085,0.812226615076565,0.0309756476258565,0.00659390075984401,1.463,1.63,0.961,1.114,0.657,0.59,0.55,0.7,-0.06,0.16,-0.61,-0.76,1588.9,2325.2,2589.3,1527.2,25.99,12.03,11.98,15.93,4,1381.4,1876.3,1827.5,1036.1,2260.8,2130.9,2796.6,2391.5,2424.2,2441.9,3107.4,2745.6,1635.1,1934.7,1376.5,1426.4,1,37.676,33,1025.3,1086.2,1197.8,201.2,268.8,163.6,608.3,393.6,271.1,286.6,658,967.1,1448.1,1934.7,497.9,41.1
FALSE,Medium,Master Protein,P33764,Protein S100-A3 OS=Homo sapiens OX=9606 GN=S100A3 PE=1 SV=1,1,1,0.013760590903152,0.968187422676964,0.00463964379048587,0.0303186197759976,0.921368252746443,0.0101151513255476,1.697,1.148,2.154,0.677,1.269,1.876,0.76,0.2,1.11,-0.56,0.34,0.91,86.9,147.5,99.8,187.2,15.1,33.75,14.34,26.89,1,75.5,80,94.4,104.7,152.6,251.8,142.6,126,106.7,100.9,75.6,98.7,159.3,128,232.9,220,1,2.502,20,56,46.3,61.8,20.3,18.1,19.3,31,20.7,11.9,11.8,16,34.8,141.1,128,84.2,6.3
FALSE,High,Master Protein,P23193,Transcription elongation factor A protein 1 OS=Homo sapiens OX=9606 GN=TCEA1 PE=1 SV=2,12,20,0.0138105936839422,0.987890318105054,0.00660381704778512,0.024276874487718,0.973289192978985,0.0115545469189355,0.79,0.963,0.781,1.22,0.989,0.811,-0.34,-0.05,-0.36,0.29,-0.02,-0.3,4211.8,3325.3,4055.5,3290.3,11.95,6.27,3.44,8.34,12,4450.6,4561.2,3985.9,3483.1,3057,3195.6,3481.2,3460.3,3836.8,4139.9,3997.4,4114.4,3463.9,3256,3325,2839.7,1,56.171,44,3303.5,2640.5,2612.5,676.3,363.5,245.4,757.2,569.5,429,485.9,846.5,1449.2,3067.8,3256,1202.8,81.8
