Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Coverage [%],# Peptides,# PSMs,# Unique Peptides,Sum PEP Score,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Protein Groups
FALSE,High,Master Protein,P62851,40S ribosomal protein S25 OS=Homo sapiens OX=9606 GN=RPS25 PE=1 SV=1,32,6,9,6,23.963,125,13.7,10.11,22.86,6,1
FALSE,High,Master Protein,O00743,Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP6C PE=1 SV=1,28,6,7,6,23.885,305,35.1,5.69,7.48,6,1
FALSE,High,Master Protein,J3KNN3,Phosphorylase kinase OS=Homo sapiens OX=9606 GN=PHKG2 PE=1 SV=1,19,6,6,6,23.843,410,46.9,6.38,11.53,6,1
FALSE,High,Master Protein,B5MDF5,GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=1,32,6,6,6,23.779,233,26.2,7.01,12.33,6,1
FALSE,High,Master Protein,Q53GQ0,Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens OX=9606 GN=HSD17B12 PE=1 SV=2,27,6,8,6,22.945,312,34.3,9.32,10.07,6,1
FALSE,High,Master Protein,O43242,26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2,13,6,6,6,22.242,534,60.9,8.44,8.31,6,1
FALSE,High,Master Protein,A0A7P0TAE1,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,10,6,8,5,22.189,789,90.7,5.24,11.24,6,1
FALSE,High,Master Protein,E9PPJ0,Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=1,9,6,6,6,22.18,878,98.1,5.62,10.64,6,1
FALSE,High,Master Protein,Q93077,Histone H2A type 1-C OS=Homo sapiens OX=9606 GN=H2AC6 PE=1 SV=3,41,6,6,2,22.076,130,14.1,11.05,15.15,6,1
FALSE,High,Master Protein,P61011,Signal recognition particle 54 kDa protein OS=Homo sapiens OX=9606 GN=SRP54 PE=1 SV=1,17,6,7,6,21.907,504,55.7,8.75,14.93,6,1
FALSE,High,Master Protein,A0A7I2V2U2,Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens OX=9606 GN=SGTA PE=1 SV=1,24,6,7,6,21.43,287,30.9,5.07,3.97,6,1
FALSE,High,Master Protein,Q15437,Protein transport protein Sec23B OS=Homo sapiens OX=9606 GN=SEC23B PE=1 SV=2,9,6,6,5,21.368,767,86.4,6.89,8.84,6,1
FALSE,High,Master Protein,Q12788,Transducin beta-like protein 3 OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=2,13,6,6,6,21.28,808,89,6.9,7.01,6,1
FALSE,High,Master Protein,E9PK25,"Cofilin, non-muscle isoform OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1",40,6,6,6,21.263,204,22.7,8.34,8.09,6,1
FALSE,High,Master Protein,Q6PKG0,La-related protein 1 OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=2,10,6,6,6,21.207,1096,123.4,8.82,7.5,6,1
FALSE,High,Master Protein,A0A804HJ84,3-methylcrotonyl-CoA carboxylase 2 OS=Homo sapiens OX=9606 GN=MCCC2 PE=1 SV=1,17,6,6,6,21.178,560,61.3,8.03,11,6,1
FALSE,High,Master Protein,Q96BW9,"Phosphatidate cytidylyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=TAMM41 PE=1 SV=2",19,6,6,6,20.107,452,51,7.94,7.42,6,1
FALSE,High,Master Protein,Q9Y3U8,60S ribosomal protein L36 OS=Homo sapiens OX=9606 GN=RPL36 PE=1 SV=3,41,6,9,6,19.847,105,12.2,11.59,13.79,6,1
FALSE,High,Master Protein,Q9Y678,Coatomer subunit gamma-1 OS=Homo sapiens OX=9606 GN=COPG1 PE=1 SV=1,11,6,6,4,19.666,874,97.7,5.47,5.5,6,1
FALSE,High,Master Protein,A0A804HJG7,CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=1,6,6,6,5,19.043,1506,164.8,8.25,7.63,6,1
FALSE,High,Master Protein,O94966,Ubiquitin carboxyl-terminal hydrolase 19 OS=Homo sapiens OX=9606 GN=USP19 PE=1 SV=2,9,6,7,6,18.785,1318,145.6,6.28,2.07,6,1
FALSE,High,Master Protein,A0A087WZ13,Ribonucleoprotein PTB-binding 1 OS=Homo sapiens OX=9606 GN=RAVER1 PE=1 SV=1,17,6,6,6,18.722,739,77.8,8.84,5.29,6,1
FALSE,High,Master Protein,Q15654,Thyroid receptor-interacting protein 6 OS=Homo sapiens OX=9606 GN=TRIP6 PE=1 SV=3,23,6,6,6,18.366,476,50.3,7.37,9.19,6,1
FALSE,High,Master Protein,E9PDE8,Heat shock 70 kDa protein 4L OS=Homo sapiens OX=9606 GN=HSPA4L PE=1 SV=1,12,6,6,4,18.335,813,91.9,6.09,4.31,6,1
FALSE,High,Master Protein,Q8NI27,THO complex subunit 2 OS=Homo sapiens OX=9606 GN=THOC2 PE=1 SV=2,5,6,6,6,18.195,1593,182.7,8.44,2.34,6,1
FALSE,High,Master Protein,P10398,Serine/threonine-protein kinase A-Raf OS=Homo sapiens OX=9606 GN=ARAF PE=1 SV=2,15,6,6,3,18.116,606,67.5,9.01,9.7,6,1
FALSE,High,Master Protein,O15397,Importin-8 OS=Homo sapiens OX=9606 GN=IPO8 PE=1 SV=2,7,6,6,5,17.966,1037,119.9,5.16,8.56,6,1
FALSE,High,Master Protein,Q6P3X3,Tetratricopeptide repeat protein 27 OS=Homo sapiens OX=9606 GN=TTC27 PE=1 SV=1,11,6,6,6,17.288,843,96.6,5.59,4.3,6,1
FALSE,High,Master Protein,Q96S55,ATPase WRNIP1 OS=Homo sapiens OX=9606 GN=WRNIP1 PE=1 SV=2,17,6,6,6,17.165,665,72.1,6.1,4.51,6,1
FALSE,High,Master Protein,A0A7I2V4W4,Serine/threonine-protein kinase TBK1 OS=Homo sapiens OX=9606 GN=TBK1 PE=1 SV=1,14,6,6,6,16.374,695,79.6,6.83,4.37,6,1
FALSE,High,Master Protein,Q6PJG6,BRCA1-associated ATM activator 1 OS=Homo sapiens OX=9606 GN=BRAT1 PE=1 SV=2,10,6,6,6,16.216,821,88.1,5.27,1.78,6,1
FALSE,High,Master Protein,Q9HB71,Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP PE=1 SV=2,43,6,6,6,16.105,228,26.2,8.25,5.21,6,1
FALSE,High,Master Protein,Q8TC07,TBC1 domain family member 15 OS=Homo sapiens OX=9606 GN=TBC1D15 PE=1 SV=2,9,6,6,1,16.097,691,79.4,5.67,6.1,6,1
FALSE,High,Master Protein,B4DXZ6,Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=1,16,6,6,5,16.052,608,68.3,6.05,4.63,6,1
FALSE,High,Master Protein,C9JA93,TBC1 domain family member 15 (Fragment) OS=Homo sapiens OX=9606 GN=TBC1D15 PE=1 SV=1,24,6,6,1,15.983,278,32.1,8.84,5.96,6,1
FALSE,High,Master Protein,Q8NBS9,Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,20,6,6,6,15.848,432,47.6,5.97,10.89,6,1
FALSE,High,Master Protein,P39748,Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,20,6,6,6,15.789,380,42.6,8.62,11.14,6,1
FALSE,High,Master Protein,A0A7I2YQD8,Complex I-49kD OS=Homo sapiens OX=9606 GN=NDUFS2 PE=1 SV=1,13,6,6,6,15.535,431,48.7,8.82,5.96,6,1
FALSE,High,Master Protein,P23526,Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,14,6,7,6,15.371,432,47.7,6.34,4.61,6,1
FALSE,High,Master Protein,Q8TB03,Uncharacterized protein CXorf38 OS=Homo sapiens OX=9606 GN=CXorf38 PE=1 SV=1,28,6,6,6,15.185,319,36.6,6.3,7.88,6,1
FALSE,High,Master Protein,P11216,"Glycogen phosphorylase, brain form OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=5",9,6,6,3,14.921,843,96.6,6.86,4.05,6,1
FALSE,High,Master Protein,P20042,Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,20,6,6,6,14.825,333,38.4,5.8,4.79,6,1
FALSE,High,Master Protein,O14787,Transportin-2 OS=Homo sapiens OX=9606 GN=TNPO2 PE=1 SV=3,12,6,6,3,14.436,897,101.3,5.01,0,6,1
FALSE,High,Master Protein,Q8IWX8,Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=3,6,6,6,6,14.146,916,103.6,9.04,8.16,6,1
FALSE,High,Master Protein,O75530,Polycomb protein EED OS=Homo sapiens OX=9606 GN=EED PE=1 SV=2,15,6,6,6,13.824,441,50.2,7.03,1.87,6,1
FALSE,High,Master Protein,Q13395,Probable methyltransferase TARBP1 OS=Homo sapiens OX=9606 GN=TARBP1 PE=1 SV=1,5,6,6,6,13.815,1621,181.6,7.05,3.93,6,1
FALSE,High,Master Protein,Q92621,Nuclear pore complex protein Nup205 OS=Homo sapiens OX=9606 GN=NUP205 PE=1 SV=3,4,6,6,6,13.777,2012,227.8,6.19,0,6,1
FALSE,High,Master Protein,Q7Z4Q2,HEAT repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=HEATR3 PE=1 SV=2,11,6,7,6,13.613,680,74.5,5.11,6.01,6,1
FALSE,High,Master Protein,P18077,60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2,31,6,17,6,13.301,110,12.5,11.06,4.48,6,1
FALSE,High,Master Protein,Q9H900,Protein zwilch homolog OS=Homo sapiens OX=9606 GN=ZWILCH PE=1 SV=2,16,6,7,6,12.872,591,67.2,6.27,1.86,6,1
FALSE,High,Master Protein,A5YKK6,CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2,4,6,6,6,12.039,2376,266.8,7.11,1.78,6,1
FALSE,High,Master Protein,A0A7I2V4F7,Serine/threonine-protein phosphatase OS=Homo sapiens OX=9606 GN=PPP1CA PE=1 SV=1,27,6,6,6,11.982,335,37.8,7.05,1.91,6,1
FALSE,High,Master Protein,A0A7P0T8E8,RING-type E3 ubiquitin transferase OS=Homo sapiens OX=9606 GN=PPIL2 PE=1 SV=1,15,6,6,6,9.855,573,64.1,8.53,1.94,6,1
FALSE,High,Master Protein,X1WI28,60S ribosomal protein L10 (Fragment) OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=7,27,5,18,5,88.993,200,23,10.01,50.36,5,1
FALSE,High,Master Protein,Q16778,Histone H2B type 2-E OS=Homo sapiens OX=9606 GN=H2BC21 PE=1 SV=3,40,5,18,1,47.025,126,13.9,10.32,41.15,5,1
FALSE,High,Master Protein,Q5QNW6,Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=H2BC18 PE=1 SV=3,40,5,19,1,46.875,126,13.9,10.32,40.94,5,1
FALSE,High,Master Protein,E9PB61,THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=1,30,5,7,5,38.251,264,27.5,11.05,15.76,5,1
FALSE,High,Master Protein,P10599,Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3,48,5,10,5,37.479,105,11.7,4.92,24.3,5,1
FALSE,High,Master Protein,Q9UHD9,Ubiquilin-2 OS=Homo sapiens OX=9606 GN=UBQLN2 PE=1 SV=2,13,5,10,2,35.798,624,65.7,5.22,25.85,5,1
FALSE,High,Master Protein,P62979,Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2,40,5,8,5,35.063,156,18,9.64,18.98,5,1
FALSE,High,Master Protein,Q9BRP1,Programmed cell death protein 2-like OS=Homo sapiens OX=9606 GN=PDCD2L PE=1 SV=1,31,5,6,5,34.343,358,39.4,4.86,10.45,5,1
FALSE,High,Master Protein,Q01081,Splicing factor U2AF 35 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1 PE=1 SV=3,33,5,7,5,32.63,240,27.9,8.81,15.18,5,1
FALSE,High,Master Protein,Q15293,Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1,28,5,7,5,32.356,331,38.9,5,9.45,5,1
FALSE,High,Master Protein,B0QYK0,RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1 PE=1 SV=1,14,5,7,5,31.772,618,64.9,9.38,17.93,5,1
FALSE,High,Master Protein,P10619,Lysosomal protective protein OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=2,14,5,9,5,30.975,480,54.4,6.61,11.96,5,1
FALSE,High,Master Protein,Q17106,Green fluorescent protein (Fragment) CONTAMINANT OS=Aequorea victoria GN=GFP PE=2 SV=1,18,5,13,5,30.804,238,26.9,6.54,22.99,5,1
FALSE,High,Master Protein,Q92804,TATA-binding protein-associated factor 2N OS=Homo sapiens OX=9606 GN=TAF15 PE=1 SV=1,9,5,14,4,29.117,592,61.8,8.02,17.79,5,1
FALSE,High,Master Protein,Q9H3K6,BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1,64,5,6,5,29.071,86,10.1,6.52,18.77,5,1
FALSE,High,Master Protein,Q9NQC3,Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2,8,5,5,5,28.496,1192,129.9,4.5,15.34,5,1
FALSE,High,Master Protein,P62195,26S proteasome regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1,17,5,8,3,27.721,406,45.6,7.55,14.07,5,1
FALSE,High,Master Protein,Q13155,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=AIMP2 PE=1 SV=2,27,5,6,5,27.599,320,35.3,8.22,11.72,5,1
FALSE,High,Master Protein,O15371,Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1,17,5,6,5,27.581,548,63.9,6.05,9.72,5,1
FALSE,High,Master Protein,P49585,Choline-phosphate cytidylyltransferase A OS=Homo sapiens OX=9606 GN=PCYT1A PE=1 SV=2,23,5,5,5,25.94,367,41.7,7.25,8.48,5,1
FALSE,High,Master Protein,P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4,40,5,8,5,25.875,227,24.6,7.21,13.47,5,1
FALSE,High,Master Protein,P07737,Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2,47,5,7,5,25.64,140,15,8.27,12.81,5,1
FALSE,High,Master Protein,O95470,Sphingosine-1-phosphate lyase 1 OS=Homo sapiens OX=9606 GN=SGPL1 PE=1 SV=3,13,5,5,5,24.888,568,63.5,9.16,12.24,5,1
FALSE,High,Master Protein,P62191,26S proteasome regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMC1 PE=1 SV=1,17,5,7,3,24.887,440,49.2,6.21,14.9,5,1
FALSE,High,Master Protein,F8WA39,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase OS=Homo sapiens OX=9606 GN=MTMR1 PE=1 SV=1",13,5,5,5,24.768,673,75.7,7.39,11.79,5,1
FALSE,High,Master Protein,O15269,Serine palmitoyltransferase 1 OS=Homo sapiens OX=9606 GN=SPTLC1 PE=1 SV=1,17,5,6,5,24.518,473,52.7,6.01,13.42,5,1
FALSE,High,Master Protein,P62280,40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3,36,5,9,5,24.377,158,18.4,10.3,18.58,5,1
FALSE,High,Master Protein,P62805,Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2,40,5,9,5,23.681,103,11.4,11.36,18.1,5,1
FALSE,High,Master Protein,Q5JXI8,Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=1,27,5,6,5,23.547,257,29.1,8.27,13.05,5,1
FALSE,High,Master Protein,Q7Z2T5,TRMT1-like protein OS=Homo sapiens OX=9606 GN=TRMT1L PE=1 SV=2,13,5,6,5,22.885,733,81.7,7.88,9.93,5,1
FALSE,High,Master Protein,Q8IUQ4,E3 ubiquitin-protein ligase SIAH1 OS=Homo sapiens OX=9606 GN=SIAH1 PE=1 SV=2,20,5,8,4,22.698,282,31.1,6.8,11.87,5,1
FALSE,High,Master Protein,P31153,S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens OX=9606 GN=MAT2A PE=1 SV=1,13,5,5,5,22.551,395,43.6,6.48,7.51,5,1
FALSE,High,Master Protein,Q9UI26,Importin-11 OS=Homo sapiens OX=9606 GN=IPO11 PE=1 SV=1,8,5,5,5,22.367,975,112.5,5.25,6.17,5,1
FALSE,High,Master Protein,Q9Y5A9,YTH domain-containing family protein 2 OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=2,15,5,5,5,22.321,579,62.3,8.79,11.84,5,1
FALSE,High,Master Protein,P62857,40S ribosomal protein S28 OS=Homo sapiens OX=9606 GN=RPS28 PE=1 SV=1,32,5,6,5,22.204,69,7.8,10.7,13.64,5,1
FALSE,High,Master Protein,Q9Y6Y8,SEC23-interacting protein OS=Homo sapiens OX=9606 GN=SEC23IP PE=1 SV=1,9,5,5,5,21.933,1000,111,5.54,4.21,5,1
FALSE,High,Master Protein,B1AHC9,ATP-dependent DNA helicase 2 subunit 1 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=1,11,5,5,5,21.711,559,64.2,9.28,11.18,5,1
FALSE,High,Master Protein,E9PHA2,Condensin complex subunit 2 OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=1,12,5,5,5,21.55,730,81.5,5.06,9.5,5,1
FALSE,High,Master Protein,P08621,U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2,15,5,5,5,21.313,437,51.5,9.94,10.63,5,1
FALSE,High,Master Protein,P46779,60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3,33,5,10,5,21.303,137,15.7,12.02,12.27,5,1
FALSE,High,Master Protein,O95429,BAG family molecular chaperone regulator 4 OS=Homo sapiens OX=9606 GN=BAG4 PE=1 SV=1,20,5,5,5,21.259,457,49.6,5.12,7.39,5,1
FALSE,High,Master Protein,A0A7I2V5R7,Ribosomal biogenesis protein LAS1L OS=Homo sapiens OX=9606 GN=LAS1L PE=1 SV=1,15,5,6,5,20.805,503,57.3,5.82,6.8,5,1
FALSE,High,Master Protein,Q9H078,Caseinolytic peptidase B protein homolog OS=Homo sapiens OX=9606 GN=CLPB PE=1 SV=1,15,5,5,5,20.784,707,78.7,9.01,5.5,5,1
FALSE,High,Master Protein,Q99733,Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1,20,5,6,4,20.367,375,42.8,4.69,5.91,5,1
FALSE,High,Master Protein,Q8NBM8,Prenylcysteine oxidase-like OS=Homo sapiens OX=9606 GN=PCYOX1L PE=1 SV=2,16,5,5,5,19.572,494,54.6,7.31,9.79,5,1
FALSE,High,Master Protein,E7ETY2,Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=1,5,5,5,5,19.551,1488,152.2,8.85,8.71,5,1
FALSE,High,Master Protein,P00492,Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=HPRT1 PE=1 SV=2,34,5,7,5,19.451,218,24.6,6.68,4.09,5,1
FALSE,High,Master Protein,P04792,Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2,32,5,6,5,19.354,205,22.8,6.4,9.22,5,1
FALSE,High,Master Protein,Q16555,Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1,13,5,5,5,19.241,572,62.3,6.38,6.19,5,1
FALSE,High,Master Protein,Q15907,Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4,26,5,6,5,19.193,218,24.5,5.94,12.46,5,1
FALSE,High,Master Protein,Q9NW64,Pre-mRNA-splicing factor RBM22 OS=Homo sapiens OX=9606 GN=RBM22 PE=1 SV=1,17,5,5,5,19.158,420,46.9,8.54,7.49,5,1
FALSE,High,Master Protein,Q9UGJ1,Gamma-tubulin complex component 4 OS=Homo sapiens OX=9606 GN=TUBGCP4 PE=1 SV=1,13,5,5,5,18.897,667,76,6.65,7.08,5,1
FALSE,High,Master Protein,Q5T760,Serine/arginine-rich-splicing factor 11 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1,19,5,6,5,18.819,389,42.3,11.65,10.38,5,1
FALSE,High,Master Protein,Q9BQ39,ATP-dependent RNA helicase DDX50 OS=Homo sapiens OX=9606 GN=DDX50 PE=1 SV=1,10,5,6,3,18.517,737,82.5,9.17,9.15,5,1
FALSE,High,Master Protein,P51116,Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens OX=9606 GN=FXR2 PE=1 SV=2,12,5,5,3,18.452,673,74.2,6.23,6.28,5,1
FALSE,High,Master Protein,Q32Q12,Nucleoside diphosphate kinase OS=Homo sapiens OX=9606 GN=NME1-NME2 PE=1 SV=1,36,5,7,5,18.448,292,32.6,8.48,9.08,5,1
FALSE,High,Master Protein,P30837,"Aldehyde dehydrogenase X, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH1B1 PE=1 SV=4",17,5,5,5,17.932,517,57.2,6.99,4.64,5,1
FALSE,High,Master Protein,P30041,Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,28,5,6,5,17.867,224,25,6.38,6.75,5,1
FALSE,High,Master Protein,P52907,F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3,33,5,5,4,17.858,286,32.9,5.69,7.36,5,1
FALSE,High,Master Protein,Q13643,Four and a half LIM domains protein 3 OS=Homo sapiens OX=9606 GN=FHL3 PE=1 SV=4,26,5,5,5,17.835,280,31.2,6.2,8.6,5,1
FALSE,High,Master Protein,Q8NAV1,Pre-mRNA-splicing factor 38A OS=Homo sapiens OX=9606 GN=PRPF38A PE=1 SV=1,23,5,6,5,17.814,312,37.5,9.96,7.01,5,1
FALSE,High,Master Protein,H7BXH2,Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PPP6R3 PE=1 SV=1,9,5,6,5,17.785,827,92.4,4.63,2.91,5,1
FALSE,High,Master Protein,Q9NRF8,CTP synthase 2 OS=Homo sapiens OX=9606 GN=CTPS2 PE=1 SV=1,12,5,5,4,17.755,586,65.6,6.9,4.7,5,1
FALSE,High,Master Protein,Q9Y224,"RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1",26,5,6,5,17.638,244,28.1,6.65,9.06,5,1
FALSE,High,Master Protein,A8MQB8,Synaptic functional regulator FMR1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1,10,5,5,3,17.438,582,65.8,7.62,6.7,5,1
FALSE,High,Master Protein,Q92769,Histone deacetylase 2 OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=2,14,5,7,2,17.226,488,55.3,5.91,5.53,5,1
FALSE,High,Master Protein,Q00587,Cdc42 effector protein 1 OS=Homo sapiens OX=9606 GN=CDC42EP1 PE=1 SV=1,24,5,5,5,17.194,391,40.3,7.15,4.72,5,1
FALSE,High,Master Protein,P25685,DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4,18,5,5,4,16.378,340,38,8.63,7.98,5,1
FALSE,High,Master Protein,Q9NVJ2,ADP-ribosylation factor-like protein 8B OS=Homo sapiens OX=9606 GN=ARL8B PE=1 SV=1,34,5,7,5,16.365,186,21.5,8.43,10.22,5,1
FALSE,High,Master Protein,P09543,"2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens OX=9606 GN=CNP PE=1 SV=2",16,5,5,5,16.184,421,47.5,9.07,7.18,5,1
FALSE,High,Master Protein,A0A087WT44,Heme oxygenase (biliverdin-producing) OS=Homo sapiens OX=9606 GN=HMOX2 PE=1 SV=1,21,5,5,5,16.176,370,41.6,5.44,7.39,5,1
FALSE,High,Master Protein,Q7L8L6,"FAST kinase domain-containing protein 5, mitochondrial OS=Homo sapiens OX=9606 GN=FASTKD5 PE=1 SV=1",10,5,6,5,16.011,764,86.5,8.13,6.89,5,1
FALSE,High,Master Protein,F5H365,Protein transport protein SEC23 OS=Homo sapiens OX=9606 GN=SEC23A PE=1 SV=1,11,5,6,4,15.893,736,82.9,7.46,6.83,5,1
FALSE,High,Master Protein,P83731,60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1,32,5,10,5,15.864,157,17.8,11.25,15.72,5,1
FALSE,High,Master Protein,P17612,cAMP-dependent protein kinase catalytic subunit alpha OS=Homo sapiens OX=9606 GN=PRKACA PE=1 SV=2,19,5,6,5,15.626,351,40.6,8.79,2.11,5,1
FALSE,High,Master Protein,P42696,RNA-binding protein 34 OS=Homo sapiens OX=9606 GN=RBM34 PE=1 SV=2,19,5,5,5,15.599,430,48.5,10.11,6.88,5,1
FALSE,High,Master Protein,H3BLV9,SRSF protein kinase 1 (Fragment) OS=Homo sapiens OX=9606 GN=SRPK1 PE=1 SV=1,10,5,5,4,15.466,671,76,6.28,9.06,5,1
FALSE,High,Master Protein,Q9BTY7,Protein HGH1 homolog OS=Homo sapiens OX=9606 GN=HGH1 PE=1 SV=1,18,5,5,5,15.45,390,42.1,4.81,8.25,5,1
FALSE,High,Master Protein,Q969Z0,FAST kinase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1,11,5,5,5,15.144,631,70.7,7.42,4.23,5,1
FALSE,High,Master Protein,Q13895,Bystin OS=Homo sapiens OX=9606 GN=BYSL PE=1 SV=3,14,5,5,5,15.089,437,49.6,8.12,0,5,1
FALSE,High,Master Protein,Q9NXW9,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 OS=Homo sapiens OX=9606 GN=ALKBH4 PE=1 SV=1,20,5,5,5,14.975,302,33.8,6.67,5.4,5,1
FALSE,High,Master Protein,Q8TC12,Retinol dehydrogenase 11 OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=2,29,5,5,5,14.937,318,35.4,8.82,8.67,5,1
FALSE,High,Master Protein,O43324,Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1,40,5,5,5,14.869,174,19.8,8.54,5.39,5,1
FALSE,High,Master Protein,Q86U38,Nucleolar protein 9 OS=Homo sapiens OX=9606 GN=NOP9 PE=1 SV=1,14,5,5,5,14.644,636,69.4,7.28,1.78,5,1
FALSE,High,Master Protein,P36915,Guanine nucleotide-binding protein-like 1 OS=Homo sapiens OX=9606 GN=GNL1 PE=1 SV=2,10,5,5,5,14.516,607,68.6,5.8,8.12,5,1
FALSE,High,Master Protein,O95758,Polypyrimidine tract-binding protein 3 OS=Homo sapiens OX=9606 GN=PTBP3 PE=1 SV=2,14,5,5,4,14.291,552,59.7,9.04,5.29,5,1
