Checked,Protein FDR Confidence: Combined,Master,Accession,Description,# Peptides,# PSMs,Abundance Ratio P-Value: (MCF10A) / (HCC1806),Abundance Ratio P-Value: (MCF7) / (HCC1806),Abundance Ratio P-Value: (MDAMB231) / (HCC1806),Abundance Ratio P-Value: (MCF7) / (MCF10A),Abundance Ratio P-Value: (MDAMB231) / (MCF10A),Abundance Ratio P-Value: (MDAMB231) / (MCF7),Abundance Ratio: (MCF10A) / (HCC1806),Abundance Ratio: (MCF7) / (HCC1806),Abundance Ratio: (MDAMB231) / (HCC1806),Abundance Ratio: (MCF7) / (MCF10A),Abundance Ratio: (MDAMB231) / (MCF10A),Abundance Ratio: (MDAMB231) / (MCF7),Abundance Ratio (log2): (MCF10A) / (HCC1806),Abundance Ratio (log2): (MCF7) / (HCC1806),Abundance Ratio (log2): (MDAMB231) / (HCC1806),Abundance Ratio (log2): (MCF7) / (MCF10A),Abundance Ratio (log2): (MDAMB231) / (MCF10A),Abundance Ratio (log2): (MDAMB231) / (MCF7),Abundances (Grouped): HCC1806,Abundances (Grouped): MCF10A,Abundances (Grouped): MCF7,Abundances (Grouped): MDAMB231,Abundances (Grouped) CV [%]: HCC1806,Abundances (Grouped) CV [%]: MCF10A,Abundances (Grouped) CV [%]: MCF7,Abundances (Grouped) CV [%]: MDAMB231,# Unique Peptides,"Abundances (Normalized): F1: 130C, Sample, HCC1806","Abundances (Normalized): F1: 131N, Sample, HCC1806","Abundances (Normalized): F1: 132N, Sample, HCC1806","Abundances (Normalized): F1: 132C, Sample, HCC1806","Abundances (Normalized): F1: 126, Sample, MCF10A","Abundances (Normalized): F1: 127N, Sample, MCF10A","Abundances (Normalized): F1: 127C, Sample, MCF10A","Abundances (Normalized): F1: 128N, Sample, MCF10A","Abundances (Normalized): F1: 128C, Sample, MCF7","Abundances (Normalized): F1: 129N, Sample, MCF7","Abundances (Normalized): F1: 129C, Sample, MCF7","Abundances (Normalized): F1: 130N, Sample, MCF7","Abundances (Normalized): F1: 133N, Sample, MDAMB231","Abundances (Normalized): F1: 133C, Sample, MDAMB231","Abundances (Normalized): F1: 134N, Sample, MDAMB231","Abundances (Normalized): F1: 135N, Sample, MDAMB231",# Protein Groups,Sum PEP Score,Coverage [%],"Abundance: F1: 130C, Sample, HCC1806","Abundance: F1: 131N, Sample, HCC1806","Abundance: F1: 132N, Sample, HCC1806","Abundance: F1: 132C, Sample, HCC1806","Abundance: F1: 126, Sample, MCF10A","Abundance: F1: 127N, Sample, MCF10A","Abundance: F1: 127C, Sample, MCF10A","Abundance: F1: 128N, Sample, MCF10A","Abundance: F1: 128C, Sample, MCF7","Abundance: F1: 129N, Sample, MCF7","Abundance: F1: 129C, Sample, MCF7","Abundance: F1: 130N, Sample, MCF7","Abundance: F1: 133N, Sample, MDAMB231","Abundance: F1: 133C, Sample, MDAMB231","Abundance: F1: 134N, Sample, MDAMB231","Abundance: F1: 135N, Sample, MDAMB231"
FALSE,High,Master Protein,Q01415,N-acetylgalactosamine kinase OS=Homo sapiens OX=9606 GN=GALK2 PE=1 SV=1,2,4,0.00436871867541977,4.85946713157936E-06,0.269774760631164,0.00219686584964762,0.120362015553945,5.40086346381141E-05,1.673,3.055,1.203,1.826,0.719,0.394,0.74,1.61,0.27,0.87,-0.48,-1.34,62.5,104.6,191,75.2,27.36,14.8,7.03,10.47,2,43.1,53.8,72.6,80.5,96.7,120.8,113.2,86.8,166.7,193.2,188.9,194.8,73.5,69.5,88.3,77,1,4.849,4,32.2,27.6,42.1,20.9,13.1,12.5,22.9,15.4,23.6,29.1,39.6,75.9,73.5,59.8,40.8,4.1
FALSE,High,Master Protein,Q16851,UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5,29,95,0.00444046437961632,0.99999905487727,0.760560802612592,0.0043389742398946,0.0246278506820511,0.753197933668752,1.399,1.015,1.046,0.725,0.748,1.031,0.48,0.02,0.07,-0.46,-0.42,0.04,24762.8,34648.3,25133,25906.1,4.16,3.5,1.81,20.23,29,24796.8,24105.3,24728.8,26531.6,34472.9,35024.8,34824.6,32428.3,25075.9,25393.4,25190.2,24354.9,24784.1,22160.6,27079,34940.4,1,158.641,53,18521.1,12336.6,14325.6,6874.9,4655.2,3630.4,7059.7,5755.7,3552.6,3829.2,5287.6,9487.8,24784.1,19077.5,12520.9,1857
FALSE,High,Master Protein,O43598,2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1,7,16,0.00454089428813331,0.00154249050616995,0.0248794671336807,0.915702239443753,0.764495404916088,0.403693045474193,1.979,2.032,1.648,1.027,0.833,0.811,0.98,1.02,0.72,0.04,-0.26,-0.3,2337.3,4624.5,4749.4,3852,25.87,10.04,5.28,29.23,7,2958.9,1886.4,1828.2,2896,4603.1,4646,3759.1,4684.4,4707.8,4662.2,4791.4,5220.4,3937.8,2632.6,3768.2,5439.5,1,27.684,41,2210.1,965.4,1059.1,750.4,621.6,481.6,762.1,831.4,667,703,1005.7,2033.7,3937.8,2266.4,1742.3,289.1
FALSE,High,Master Protein,P54578,Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3,21,75,0.00463973500628423,0.00146429978431506,0.510869811022444,0.899671399470659,0.0549901281080823,0.0165600544694445,0.819,0.808,0.949,0.987,1.16,1.175,-0.29,-0.31,-0.07,-0.02,0.21,0.23,16375.3,13407.4,13235,15547.9,10,4.54,2.97,4.94,21,14910.9,17969.4,17736.9,15118.3,12961.3,13567.1,14385.8,13249.5,13436.7,13042.2,13430.5,12617.3,14351.8,16129.5,15379.8,15717.9,1,154.694,47,11137.2,9196.3,10275.2,3917.4,1750.3,1406.3,2916.3,2351.6,1903.6,1966.7,2819.1,4915.3,14351.8,13885.4,7111.4,835.4
FALSE,High,Master Protein,Q5VT25,Serine/threonine-protein kinase MRCK alpha OS=Homo sapiens OX=9606 GN=CDC42BPA PE=1 SV=1,12,16,0.00466271472106927,0.864237320901767,0.000657234913168159,0.0179222414461463,0.644508419265027,0.00231341918270223,1.52,1.078,1.645,0.71,1.083,1.526,0.6,0.11,0.72,-0.49,0.11,0.61,1042.8,1584.7,1124.5,1715.7,12.32,16.7,8.31,16.93,9,988.5,1151.2,1100.1,866.5,1651.6,1274.1,1910.7,1520.4,1150.4,1192.5,980.1,1099.2,1905.2,2165.1,1542,1545.1,1,31.311,7,738.3,589.2,637.3,224.5,223,132.1,387.3,269.9,163,179.8,205.7,428.2,1905.2,1863.9,713,82.1
FALSE,Medium,Master Protein,Q5T0N5,Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=3,2,2,0.00468113971046402,0.409833756552829,0.0481833397321536,0.0765006337005,0.557465701426632,0.53333495934961,2.205,1.449,1.762,0.657,0.799,1.216,1.14,0.53,0.82,-0.61,-0.32,0.28,31.3,69,45.3,55.1,30.53,13.99,31.3,11.37,2,36.1,25.6,27.1,48.4,78.5,60.4,61.7,77.1,53.6,29.1,60.2,38.3,51,59.6,48.8,61.6,1,2.992,3,27,13.1,15.7,12.5,10.6,6.3,12.5,13.7,7.6,4.4,12.6,14.9,51,51.3,22.6,3.3
FALSE,High,Master Protein,O43633,Charged multivesicular body protein 2a OS=Homo sapiens OX=9606 GN=CHMP2A PE=1 SV=1,12,38,0.00471938911299241,0.12161288429399,0.0366588382995744,0.284993823045286,0.651854857283577,0.892513415811323,0.494,0.765,0.672,1.549,1.361,0.878,-1.02,-0.39,-0.57,0.63,0.44,-0.19,9987,4934.1,7642.4,6713.5,34.14,19.26,19.58,28.04,12,10999,9040.5,9068.2,17432.8,5054.3,6423.8,4074.9,4816.8,7718,8476.5,5199.4,7567.6,6779.3,4024.3,6648.4,8405.5,1,59.069,41,8215.3,4626.8,5253.3,4517.2,682.5,665.9,826.1,854.9,1093.4,1278.2,1091.4,2948.1,6779.3,3464.4,3074.1,446.7
FALSE,High,Master Protein,O75947,"ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PD PE=1 SV=3",9,39,0.00474777641156032,0.118538006851784,0.873405593602011,0.292761969751935,0.0175868866034126,0.3637567686298,1.382,1.191,1.008,0.861,0.729,0.847,0.47,0.25,0.01,-0.22,-0.46,-0.24,6352.9,8781.3,7564.8,6404.5,14.8,7.16,4.94,14.89,9,5868.6,6877.2,7256.8,5214.9,8200.6,9148.8,9566.2,8428.5,7338,7255.5,8045.3,7798.6,6142,8093.7,6678.3,5848.9,1,52.654,50,4383.3,3519.6,4204,1351.3,1107.4,948.3,1939.3,1496,1039.6,1094.1,1688.8,3038.1,6142,6967.7,3087.9,310.9
FALSE,High,Master Protein,P50416,"Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens OX=9606 GN=CPT1A PE=1 SV=2",17,45,0.00475882549927054,0.676154198198561,0.0582029661894318,0.000729968787595348,0.500656249544013,0.00804149294272249,0.647,1.099,0.729,1.699,1.127,0.663,-0.63,0.14,-0.46,0.76,0.17,-0.59,6914.4,4473.4,7601.3,5041.1,21.17,10.52,8.09,11.93,17,6229.7,7674.5,8289.7,5084.4,4295.5,4658.7,4724.7,3725.9,7620.2,6723.5,8202,7582.4,5397.5,4370.7,4708.2,5670.4,1,82.832,25,4653,3927.6,4802.3,1317.5,580.1,482.9,957.8,661.3,1079.6,1013.9,1721.6,2953.8,5397.5,3762.6,2177,301.4
FALSE,High,Master Protein,Q02878,60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,26,93,0.00477220217622787,0.999859772237716,0.416273438363655,0.0053969900191595,0.0763213711776494,0.453807506279322,1.288,0.981,1.08,0.761,0.839,1.101,0.37,-0.03,0.11,-0.39,-0.25,0.14,34308.4,44199.2,33656.1,37066.2,7.33,5.76,14.35,6.16,26,34346.6,35426.5,29887.3,34270.2,42315.8,46747.5,41837.1,46166.4,39912.7,34221.2,28083.9,33100.2,35375.1,39312,38838.2,34915.6,1,161.528,55,25654,18130.5,17314,8880.1,5714.4,4845.5,8481.2,8194,5654.6,5160.3,5895,12894.7,35375.1,33842.6,17958.2,1855.7
FALSE,High,Master Protein,P49023,Paxillin OS=Homo sapiens OX=9606 GN=PXN PE=1 SV=3,15,30,0.00480082352320199,0.000175690979764109,0.375680196096715,0.216008285581432,0.000317009713820648,1.78883867444357E-05,0.728,0.636,1.191,0.873,1.636,1.873,-0.46,-0.65,0.25,-0.2,0.71,0.91,6294.3,4582.2,4001.4,7496.5,3.77,5.94,3.66,17.25,15,6041.5,6251.4,6337.5,6616.4,4470.8,4696.3,5033.3,4428.8,3907.8,4187.5,3884.8,4097.3,7995.4,5500.7,7028.7,8230.7,1,75.807,27,4512.5,3199.3,3671.4,1714.4,603.7,486.8,1020.4,786.1,553.6,631.5,815.4,1596.2,7995.4,4735.4,3250,437.4
FALSE,High,Master Protein,Q9BT22,Chitobiosyldiphosphodolichol beta-mannosyltransferase OS=Homo sapiens OX=9606 GN=ALG1 PE=1 SV=2,4,10,0.00490666095166192,0.0941689435799693,0.0110086629036976,0.362656738202626,0.964944342869594,0.61572113107737,2.118,1.554,1.911,0.734,0.902,1.23,1.08,0.64,0.93,-0.45,-0.15,0.3,813.9,1724.2,1264.9,1555.7,20.02,16.99,10.42,27.51,4,1157.1,778.2,812,815.9,1849.6,1787.6,1233.8,1663.1,1438.2,1124.5,1224.5,1306.6,1889.9,1280.6,1102.7,1952.7,1,13.92,9,864.3,398.2,470.4,211.4,249.8,185.3,250.1,295.2,203.8,169.6,257,509,1889.9,1102.4,509.9,103.8
FALSE,High,Master Protein,Q15691,Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3,23,68,0.00491864125587349,0.0172995719155266,0.901422116373154,0.885803551629222,0.0161230104979043,0.0569395270678061,0.692,0.712,0.923,1.029,1.334,1.296,-0.53,-0.49,-0.12,0.04,0.42,0.37,23879.8,16513.2,16996.5,22032.6,15.58,15.93,5.07,13.3,22,25777.1,19972.4,22122.2,28394.8,16289.7,18444.1,12419.4,16739.9,17281.5,17928.7,16716.2,15904.1,23328.9,19512.6,26290.5,20808.4,1,144.956,65,19253.3,10221.4,12815.6,7357.7,2199.8,1911.8,2517.7,2971.1,2448.3,2703.5,3508.8,6195.7,23328.9,16797.9,12156.3,1105.9
FALSE,Low,Master Protein,Q9BZC7,ATP-binding cassette sub-family A member 2 OS=Homo sapiens OX=9606 GN=ABCA2 PE=1 SV=4,1,1,0.00494604340324301,0.0142573502797034,0.569509571548484,0.926946620084752,0.0491317496206685,0.136631588607017,0.589,0.663,0.884,1.126,1.501,1.333,-0.76,-0.59,-0.18,0.17,0.59,0.42,144.4,85,95.7,127.6,15.6,21.22,15.76,3.74,1,124.6,163.4,167.2,127.6,83.1,81,123.1,87,94.1,84,97.3,120.9,119,126.6,128.7,129.2,1,1.282,0,93.1,83.6,96.9,33.1,11.2,8.4,24.9,15.4,13.3,12.7,20.4,47.1,119,109,59.5,6.9
FALSE,High,Master Protein,O00560,Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1,5,14,0.00498845213761268,0.739958782601257,0.00434480312299867,0.000912316657354251,0.999800088093625,0.000801964236532671,1.523,0.879,1.528,0.577,1.003,1.738,0.61,-0.19,0.61,-0.79,0,0.8,2322.3,3537.8,2041.9,3549.3,17.51,7.92,9.87,16.82,5,2532.5,1883.8,2129.4,2801.5,3711.8,3372,3194.1,3780.1,2077.8,1916.7,2006.6,2392.9,4239.6,2919.8,3890,3238.5,1,33.026,18,1891.6,964.1,1233.6,725.9,501.2,349.5,647.5,670.9,294.4,289,421.2,932.2,4239.6,2513.6,1798.7,172.1
FALSE,High,Master Protein,Q96IU4,Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1,5,11,0.00500561919768527,0.615362678996899,0.0155484006111748,0.0433873398135515,0.912659049512644,0.130331652587868,3.017,1.584,2.35,0.525,0.779,1.484,1.59,0.66,1.23,-0.93,-0.36,0.57,990.1,2986.8,1568.1,2326.7,52.77,6.8,6.18,45.88,5,971.1,1009.5,892.5,2325.9,3284.7,2899,3077.3,2823.5,1605,1669.9,1445.4,1532,1852.9,2446.7,2212.7,4694.7,1,22.357,31,725.3,516.6,517.1,602.7,443.6,300.5,623.8,501.1,227.4,251.8,303.4,596.8,1852.9,2106.3,1023.1,249.5
FALSE,High,Master Protein,P00568,Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=3,12,22,0.00501884625487914,0.485616638983184,0.000151783689334328,0.000456233326071254,0.178224186997292,2.0612347377158E-05,1.276,0.894,1.489,0.701,1.167,1.665,0.35,-0.16,0.57,-0.51,0.22,0.74,3345.2,4267.4,2991.1,4980.1,8.15,11.89,4.68,8.07,12,2953,3354.1,3336.3,3607.6,4157.5,4971.7,4380.3,3742,2892.9,2966.3,3222.9,3016.1,4752.6,5218.5,5265.6,4433.9,1,52.076,60,2205.6,1716.6,1932.7,934.8,561.4,515.3,888,664.2,409.8,447.3,676.5,1175,4752.6,4492.5,2434.7,235.6
FALSE,High,Master Protein,P40121,Macrophage-capping protein OS=Homo sapiens OX=9606 GN=CAPG PE=1 SV=2,12,40,0.00509659623408565,0.835159473597215,0.000706374120995168,0.0219526402016871,0.640862238031759,0.00277900713710388,3.264,1.39,4.437,0.426,1.359,3.192,1.71,0.48,2.15,-1.23,0.44,1.67,4964,16202.2,6900.7,22023.5,51.55,24.2,13.79,28.43,12,6216.8,3963.6,3390.4,10120.9,18145.8,17564.5,10082.7,14945.5,7202.9,7341.4,5338.2,6611.1,25203.6,12145.2,23458.2,20676.6,1,88.968,38,4643.4,2028.5,1964.1,2622.5,2450.4,1820.6,2044,2652.7,1020.5,1107,1120.5,2575.5,25203.6,10455.5,10846.7,1098.9
FALSE,Medium,Master Protein,Q9UHW5,GPN-loop GTPase 3 OS=Homo sapiens OX=9606 GN=GPN3 PE=1 SV=2,1,1,0.00512364323452275,0.195023964190842,0.578211289532433,0.197235623204944,0.0496051115025529,0.835106163732811,0.608,0.788,0.838,1.296,1.377,1.063,-0.72,-0.34,-0.26,0.37,0.46,0.09,322.8,196.4,254.5,270.5,15.43,18.61,17.75,14.31,1,272.9,328.5,317.2,395.6,160.7,212,246.4,181.9,226.6,304.4,209.9,285.9,288.1,253.9,336.3,248.8,1,1.641,2,203.8,168.1,183.8,102.5,21.7,22,50,32.3,32.1,45.9,44.1,111.4,288.1,218.6,155.5,13.2
FALSE,High,Master Protein,P19525,"Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens OX=9606 GN=EIF2AK2 PE=1 SV=2",17,45,0.00516630396743478,0.000427468626576832,0.000376649275893315,0.453540656822984,0.410550533446522,0.999787109422582,0.646,0.533,0.525,0.825,0.813,0.985,-0.63,-0.91,-0.93,-0.28,-0.3,-0.02,15064.3,9736.1,8034.1,7910.8,9.69,12.21,4.22,24.01,17,15725.8,12742.5,14430.6,15754,10479.6,10076.6,7855.6,9407,8322.3,8333.5,7755.8,7726.7,7350.6,6033.9,8513.7,10638.1,1,80.96,29,11745.8,6521.4,8359.8,4082.2,1415.2,1044.5,1592.5,1669.6,1179.1,1256.6,1628,3010,7350.6,5194.5,3936.6,565.4
FALSE,High,Master Protein,O95361,Tripartite motif-containing protein 16 OS=Homo sapiens OX=9606 GN=TRIM16 PE=1 SV=3,11,21,0.00517835812812806,0.134614624851425,0.0154381393709734,0.281550399409908,0.920837021004609,0.601288353100709,0.376,0.528,0.398,1.405,1.059,0.753,-1.41,-0.92,-1.33,0.49,0.08,-0.41,5156.7,1938.5,2723.7,2052,34.01,19.49,15.73,23.08,11,4956.2,5365.3,5556.2,2250.5,1745.2,1432.4,2215.5,2153.2,2567.2,2199.8,3192.7,2889.7,2313.1,2760.3,1820.4,1674.6,1,57.707,28,3701.8,2745.9,3218.7,583.2,235.7,148.5,449.1,382.2,363.7,331.7,670.2,1125.7,2313.1,2376.2,841.7,89
FALSE,High,Master Protein,Q8TAT6,Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3,23,51,0.00518431672886888,0.847906230055866,0.907067064543965,0.0212945564416416,0.00168293034412215,0.478291822980335,0.704,0.991,1.124,1.408,1.597,1.134,-0.51,-0.01,0.17,0.49,0.67,0.18,8943,6294.6,8859.8,10049.5,13.46,12.78,7.94,16.03,23,8874.4,8816,9012.1,11465,6458.9,7705.3,5792.7,6134.6,8983.6,9675.2,7973.9,8737.7,10189.3,8285.7,9911.6,12253.7,1,94.9,38,6628.4,4511.9,5220.8,2970.8,872.2,798.7,1174.3,1088.8,1272.7,1459,1673.8,3403.9,10189.3,7132.9,4583,651.2
FALSE,High,Master Protein,Q8NHG7,Small VCP/p97-interacting protein OS=Homo sapiens OX=9606 GN=SVIP PE=1 SV=1,1,2,0.00520198046412257,0.326540089180193,0.137624704695524,0.113545084701979,0.277167571964721,0.936238463056398,0.448,0.653,0.622,1.457,1.389,0.953,-1.16,-0.61,-0.68,0.54,0.47,-0.07,356.3,159.7,232.7,221.8,23.11,16.2,5.74,31.26,1,361.2,351.4,368.9,211.8,154.7,129.1,164.8,191.9,235.1,225.8,230.3,256.5,238.1,310.1,206.5,141.5,1,4.334,14,269.8,179.8,213.7,54.9,20.9,13.4,33.4,34.1,33.3,34,48.3,99.9,238.1,266.9,95.5,7.5
FALSE,High,Master Protein,Q9HCG8,Pre-mRNA-splicing factor CWC22 homolog OS=Homo sapiens OX=9606 GN=CWC22 PE=1 SV=3,8,11,0.00522259619446708,0.00879367279979615,0.0186065244663368,0.989994324170807,0.883135503930718,0.97240196986295,0.457,0.456,0.506,0.997,1.107,1.11,-1.13,-1.13,-0.98,0,0.15,0.15,2056.1,939.6,936.9,1040.3,34.17,20.23,15.4,20.09,8,1651.3,2651.6,2560.2,1238.6,882.5,1000.3,1158.7,709.4,912.7,961.7,1196.6,851,853.2,1181.3,916.2,1302.5,1,25.188,10,1233.4,1357,1483.2,320.9,119.2,103.7,234.9,125.9,129.3,145,251.2,331.5,853.2,1017,423.6,69.2
FALSE,High,Master Protein,P02792,Ferritin light chain OS=Homo sapiens OX=9606 GN=FTL PE=1 SV=2,2,2,0.00523806533802895,0.00689427639742346,0.618350380963724,0.998474678310693,0.0450218974018259,0.0592608510052617,0.429,0.443,0.913,1.031,2.127,2.063,-1.22,-1.18,-0.13,0.04,1.09,1.04,556.9,239.1,246.6,508.6,56.47,9.67,9.53,23.67,2,1211.4,531.1,584.1,343.6,222.8,222.1,267.8,256.6,261.8,279,232.2,229.6,560,485.8,311,532.5,1,3.697,17,904.8,271.8,338.4,89,30.1,23,54.3,45.5,37.1,42.1,48.7,89.5,560,418.2,143.8,28.3
FALSE,High,Master Protein,Q8NFH3,Nucleoporin Nup43 OS=Homo sapiens OX=9606 GN=NUP43 PE=1 SV=1,3,6,0.00525943610889057,0.00194069877234626,0.0609711422790319,0.933106947536404,6.27381215615452E-05,2.84702139505821E-05,0.874,0.855,1.106,0.979,1.266,1.293,-0.19,-0.23,0.15,-0.03,0.34,0.37,892.7,779.8,763.6,987.3,6.18,3.49,4.17,7.16,3,895.9,991,862.1,889.4,736.9,769,796.3,790.8,746.4,781.6,716,781.2,989.4,985.2,1121.2,960.2,1,16.651,8,669.2,507.2,499.4,230.5,99.5,79.7,161.4,140.4,105.7,117.9,150.3,304.3,989.4,848.1,518.4,51
FALSE,High,Master Protein,Q13576,Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens OX=9606 GN=IQGAP2 PE=1 SV=4,5,8,0.00527048818763221,0.0272546723481251,0.0311393227883556,0.783061780364609,0.741939518615221,0.999831956326357,2.895,2.325,2.253,0.803,0.778,0.969,1.53,1.22,1.17,-0.32,-0.36,-0.05,533.3,1543.9,1239.9,1201.3,44.1,33.07,14.16,33.8,2,517.3,549.8,321.7,933.7,1617.1,2209.5,952.2,1474,1313.9,1354.9,1170.1,977.8,1006.6,773.8,1433.7,1695.7,1,17.624,5,386.3,281.4,186.4,242,218.4,229,193,261.6,186.2,204.3,245.6,380.9,1006.6,666.2,662.9,90.1
FALSE,High,Master Protein,Q8NBJ7,Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=2,5,10,0.00533673372338317,0.00106439485021614,1.79938022837334E-06,0.770763712706658,0.000433822659503535,0.00203982536881042,1.398,1.521,1.976,1.087,1.413,1.299,0.48,0.6,0.98,0.12,0.5,0.38,856,1197,1301.7,1691.4,8.95,9.23,7.77,13.34,5,865.5,846.5,823.2,999.4,1301.5,1145.7,1055.6,1250.5,1284,1348.5,1127.1,1319.5,2133,1614,1660.7,1722.7,1,23.475,24,646.4,433.2,476.9,259,175.7,118.8,214,221.9,181.9,203.3,236.6,514,2133,1389.5,767.9,91.6
FALSE,High,Master Protein,Q07020,60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2,16,76,0.00537238114589045,0.201326970044021,0.692882884933353,0.199252951837726,0.0369541634947969,0.743934502798805,2.017,1.241,1.199,0.616,0.595,0.966,1.01,0.31,0.26,-0.7,-0.75,-0.05,21992.5,44349,27297.5,26367.1,15.95,4.19,45.05,13.04,16,23526.8,20558.3,19307.1,27454.4,44886.4,41296.1,45442.2,43818,55847.4,28323.6,23325.3,26308.6,24183.8,28747.6,30993.7,23819.1,1,135.135,57,17572.5,10521.3,11184.8,7114,6061.5,4280.5,9212.1,7777.2,7912.1,4271,4896.1,10248.9,24183.8,24748,14331,1265.9
FALSE,High,Master Protein,P83111,"Serine beta-lactamase-like protein LACTB, mitochondrial OS=Homo sapiens OX=9606 GN=LACTB PE=1 SV=2",3,8,0.00539195830200767,8.3053580714032E-05,0.000143240217989726,0.0838701659915068,0.156844184973979,0.979962198857141,2.242,3.311,3.857,1.477,1.721,1.165,1.16,1.73,1.95,0.56,0.78,0.22,256.5,574.9,849.1,989.3,7.21,13.93,8.26,35.08,3,291.3,260,253,249.8,580.3,438.8,569.5,613.1,833.6,864.8,799.5,965.4,1013.8,1059.3,965.4,412.4,1,21.871,8,217.6,133.1,146.5,64.7,78.4,45.5,115.4,108.8,118.1,130.4,167.8,376.1,1013.8,911.9,446.4,21.9
FALSE,High,Master Protein,Q8N3X1,Formin-binding protein 4 OS=Homo sapiens OX=9606 GN=FNBP4 PE=1 SV=3,2,2,0.00543416189746071,0.00158705366227263,0.174761338761666,0.882741385306891,0.231055701982487,0.0714786543170002,1.413,1.459,1.128,1.032,0.798,0.773,0.5,0.55,0.17,0.05,-0.32,-0.37,387.2,547.1,564.9,436.8,12.18,6.43,8.31,16.94,1,359.7,416.8,336.9,437.5,550.4,579.9,495.7,543.9,641.7,552.7,531.3,577.4,448.5,405.8,425.5,580.2,1,3.359,1,268.6,213.3,195.2,113.4,74.3,60.1,100.5,96.5,90.9,83.3,111.5,225,448.5,349.3,196.7,30.8
FALSE,High,Master Protein,Q9Y2K7,Lysine-specific demethylase 2A OS=Homo sapiens OX=9606 GN=KDM2A PE=1 SV=3,3,3,0.00546343642740055,0.997124655587717,0.948520324602595,0.0038982621467003,0.013864483634498,0.881832086967699,0.521,0.992,0.934,1.904,1.793,0.942,-0.94,-0.01,-0.1,0.93,0.84,-0.09,732,381.4,726.2,683.7,16.02,17.21,6.9,33.27,3,821.5,683.6,783.9,566.2,362.8,284.7,400.9,432.4,791.4,675.2,706.2,746.6,923.7,413.8,799.9,584.5,1,11.984,4,613.6,349.9,454.1,146.7,49,29.5,81.3,76.7,112.1,101.8,148.2,290.9,923.7,356.2,369.8,31.1
FALSE,High,Master Protein,Q96GX9,Methylthioribulose-1-phosphate dehydratase OS=Homo sapiens OX=9606 GN=APIP PE=1 SV=1,13,32,0.00554389083972961,0.00126395724598161,0.0408241042719445,0.814129946732454,0.670423027689519,0.231833302682044,0.529,0.487,0.626,0.92,1.183,1.286,-0.92,-1.04,-0.68,-0.12,0.24,0.36,4019,2127.4,1957.2,2516.7,24.21,14.32,2.38,9.36,13,4154,4069.5,3969.1,2314.8,2179,1838.8,2583.7,2077.1,1877.2,1945.1,1969.2,1980.3,2442.9,2157.5,2686.9,2592.7,1,75.079,57,3102.7,2082.7,2299.4,599.8,294.2,190.6,523.8,368.7,265.9,293.3,413.4,771.4,2442.9,1857.3,1242.4,137.8
FALSE,High,Master Protein,P09874,Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4,51,115,0.00558820758571832,0.0210461651010787,0.000568292617752375,2.89966765971705E-05,2.23511751762384E-06,0.193060238461601,1.348,0.756,0.693,0.561,0.514,0.916,0.43,-0.4,-0.53,-0.83,-0.96,-0.13,34333.1,46267.7,25963.3,23782.9,7.17,8.15,13.16,10.87,51,33414.2,38415.9,35277.3,32846.5,43165.2,46310.3,52319.1,46225.2,33025.5,25950.2,25417,25976.5,23828.4,20494.5,23737.4,26807.5,1,254.289,47,24957.6,19660.4,20436.5,8511.2,5829,4800.2,10606.2,8204.5,4678.8,3913.1,5335.2,10119.5,23828.4,17643.1,10975.8,1424.7
